year,month,date,nm_kecamatan,mean_ndvi,median_ndvi,min_ndvi,max_ndvi,std_ndvi
2016,2,2016-02,Rowokele,0.7341650055370985,0.7701,0.3265,0.9497000000000001,0.12628100436892364
2016,2,2016-02,Sempor,0.6784671207430341,0.7008500000000001,0.18725,0.9668,0.11496466573635081
2016,2,2016-02,Gombong,0.7527651057401813,0.7776000000000001,0.42110000000000003,0.9225500000000001,0.11391939741397883
2016,2,2016-02,Karanganyar,0.7733366990291263,0.7982,0.4093,0.9255,0.10203089986355932
2016,2,2016-02,Karanggayam,0.6700625272925764,0.6688000000000001,0.24325000000000002,0.94245,0.10865656847022248
2016,2,2016-02,Sadang,0.5711185758513933,0.56915,0.22190000000000001,0.8161,0.11020388207776524
2016,2,2016-02,Bonorowo,0.7196297222222223,0.74105,0.35225,0.9015500000000001,0.08034736499123012
2016,2,2016-02,Padureso,0.7301741972477065,0.734275,0.4278,0.9161,0.0757788117341637
2016,2,2016-02,Poncowarno,0.6848339560439561,0.6819500000000001,0.40835000000000005,0.9054000000000001,0.09413836418125898
2016,2,2016-02,Karangsambung,0.6744464190981433,0.6806,0.22790000000000002,0.92195,0.10706297393247378
2016,3,2016-03,Ayah,0.7611533898305085,0.7847000000000001,0.0032,0.9945,0.11336996678276019
2016,3,2016-03,Buayan,0.7779106535362579,0.80625,0.33995000000000003,0.9791000000000001,0.09255617430119871
2016,3,2016-03,Puring,0.681870178041543,0.68935,0.14475000000000002,0.9125000000000001,0.09481053152263363
2016,3,2016-03,Petanahan,0.6711533244680852,0.6712,0.1822,0.8889,0.09417056730702346
2016,3,2016-03,Klirong,0.6712628057553957,0.6735,0.2843,0.89595,0.09266471534033952
2016,3,2016-03,Buluspesantren,0.6747922982885085,0.67145,0.33940000000000003,0.9225500000000001,0.07700060625518819
2016,3,2016-03,Ambal,0.6482525783619819,0.6474000000000001,0.2008,0.85785,0.08345066018591642
2016,3,2016-03,Mirit,0.6608467305524239,0.6757000000000001,-0.030500000000000003,0.8550000000000001,0.0927772239969496
2016,3,2016-03,Prembun,0.6707773417721519,0.6766,0.4334,0.84055,0.09144082100516368
2016,3,2016-03,Kutowinangun,0.7029787610619469,0.71225,0.3844,0.8621500000000001,0.0832653094178322
2016,3,2016-03,Alian,0.7765390074706511,0.80395,0.48335,0.8996500000000001,0.08406540795156418
2016,3,2016-03,Kebumen,0.6386297900262468,0.639875,0.1827,0.8874000000000001,0.10254364555538258
